,Node,Branch,Length
10,"((51, 37, 11), (85, 37, 33))","[(51, 37, 11), (51, 37, 12), (51, 37, 13), (52, 38, 14), (53, 38, 15), (54, 38, 16), (55, 38, 17), (56, 38, 18), (57, 39, 19), (58, 39, 20), (59, 39, 21), (60, 39, 21), (60, 39, 22), (61, 39, 22), (62, 39, 23), (63, 40, 24), (64, 40, 25), (65, 40, 25), (66, 40, 26), (67, 40, 27), (68, 40, 27), (69, 40, 28), (70, 40, 29), (71, 40, 29), (72, 40, 29), (73, 40, 30), (74, 40, 30), (75, 40, 31), (76, 39, 31), (77, 39, 31), (78, 39, 31), (79, 39, 31), (80, 39, 32), (81, 38, 32), (82, 38, 32), (83, 38, 32), (84, 38, 32), (85, 37, 33)]",0.403356098350188
11,"((56, 39, 27), (72.0, 51.0, 69.0))","[(56, 39, 27), (57.0, 40.0, 28.0), (57.0, 40.0, 29.0), (57.0, 40.0, 30.0), (58.0, 40.0, 31.0), (58.0, 41.0, 32.0), (59.0, 41.0, 33.0), (59.0, 41.0, 34.0), (59.0, 41.0, 35.0), (60.0, 42.0, 36.0), (60.0, 42.0, 37.0), (60.0, 42.0, 38.0), (61.0, 42.0, 39.0), (61.0, 43.0, 40.0), (62.0, 43.0, 41.0), (62.0, 43.0, 42.0), (63.0, 43.0, 43.0), (63.0, 43.0, 44.0), (63.0, 44.0, 45.0), (64.0, 44.0, 46.0), (64.0, 44.0, 47.0), (65.0, 44.0, 48.0), (65.0, 45.0, 49.0), (66.0, 45.0, 50.0), (66.0, 45.0, 51.0), (66.0, 45.0, 52.0), (67.0, 45.0, 53.0), (67.0, 46.0, 54.0), (68.0, 46.0, 55.0), (68.0, 46.0, 56.0), (69.0, 46.0, 57.0), (69.0, 46.0, 58.0), (69.0, 47.0, 59.0), (70.0, 47.0, 60.0), (70.0, 47.0, 61.0), (71.0, 48.0, 62.0), (71.0, 48.0, 63.0), (71.0, 48.0, 64.0), (71.0, 48.0, 65.0), (72.0, 49.0, 66.0), (72.0, 49.0, 67.0), (72.0, 50.0, 68.0), (72.0, 51.0, 69.0)]",0.522136262764421
12,"((63, 34, 49), (65.0, 32.0, 45.0))","[(63, 34, 49), (64.0, 33.0, 50.0), (65.0, 32.0, 49.0), (65.0, 32.0, 48.0), (65.0, 33.0, 47.0), (65.0, 32.0, 46.0), (65.0, 32.0, 45.0)]",0.07681113483080396
13,"((58.0, 40.0, 31.0), (67.0, 41.0, 32.0))","[(58.0, 40.0, 31.0), (59.0, 40.0, 30.0), (60.0, 40.0, 31.0), (61.0, 40.0, 31.0), (62.0, 40.0, 31.0), (63.0, 40.0, 31.0), (64.0, 40.0, 32.0), (65.0, 41.0, 32.0), (66.0, 41.0, 32.0), (67.0, 41.0, 32.0)]",0.09243831094828668
14,"((51, 41, 9), (65, 55, 11))","[(51, 41, 9), (50, 42, 10), (51, 43, 11), (52, 44, 11), (53, 45, 12), (54, 46, 12), (55, 47, 12), (56, 48, 13), (57, 49, 13), (58, 49, 13), (59, 50, 13), (60, 51, 13), (61, 52, 13), (62, 53, 13), (63, 53, 12), (64, 54, 12), (65, 55, 11)]",0.19716498593562345
15,"((51, 41, 10), (69.0, 48.0, 12.0))","[(51, 41, 10), (52.0, 42.0, 11.0), (53.0, 43.0, 12.0), (54.0, 43.0, 12.0), (55.0, 43.0, 12.0), (56.0, 44.0, 12.0), (57.0, 44.0, 12.0), (58.0, 44.0, 12.0), (59.0, 45.0, 13.0), (60.0, 45.0, 13.0), (61.0, 46.0, 13.0), (62.0, 46.0, 13.0), (63.0, 46.0, 13.0), (64.0, 47.0, 13.0), (65.0, 47.0, 12.0), (66.0, 48.0, 12.0), (67.0, 48.0, 12.0), (68.0, 48.0, 12.0), (69.0, 48.0, 12.0)]",0.1740146012721047
16,"((53, 42, 15), (76, 44, 13))","[(53, 42, 15), (54, 42, 16), (55, 42, 17), (56, 42, 17), (57, 42, 18), (58, 42, 18), (59, 42, 19), (60, 42, 19), (61, 43, 19), (62, 43, 19), (63, 43, 19), (64, 43, 19), (65, 43, 19), (66, 43, 19), (67, 43, 19), (68, 43, 18), (69, 43, 18), (70, 43, 18), (71, 43, 17), (72, 43, 16), (73, 43, 16), (74, 44, 15), (75, 44, 14), (76, 44, 13)]",0.2511168110666508
17,"((54.0, 43.0, 20.0), (65.0, 53.0, 50.0))","[(54.0, 43.0, 20.0), (54.0, 44.0, 21.0), (55.0, 44.0, 22.0), (55.0, 44.0, 23.0), (55.0, 45.0, 24.0), (55.0, 45.0, 25.0), (56.0, 45.0, 26.0), (56.0, 46.0, 27.0), (56.0, 46.0, 28.0), (57.0, 46.0, 29.0), (57.0, 47.0, 30.0), (57.0, 47.0, 31.0), (58.0, 47.0, 32.0), (58.0, 48.0, 33.0), (58.0, 48.0, 34.0), (59.0, 49.0, 35.0), (59.0, 49.0, 36.0), (59.0, 49.0, 37.0), (60.0, 49.0, 38.0), (60.0, 50.0, 39.0), (61.0, 50.0, 40.0), (61.0, 50.0, 41.0), (61.0, 50.0, 42.0), (62.0, 51.0, 43.0), (62.0, 51.0, 44.0), (63.0, 51.0, 45.0), (63.0, 52.0, 46.0), (63.0, 52.0, 47.0), (64.0, 52.0, 48.0), (64.0, 53.0, 49.0), (65.0, 53.0, 50.0)]",0.37564331103890397
18,"((41, 38, 1), (42.0, 41.0, 80.0))","[(41, 38, 1), (42, 37, 1), (43, 37, 1), (43, 38, 2), (44.0, 38.0, 3.0), (44.0, 39.0, 4.0), (44.0, 39.0, 5.0), (44.0, 39.0, 6.0), (44.0, 39.0, 7.0), (44.0, 39.0, 8.0), (45.0, 39.0, 9.0), (45.0, 40.0, 10.0), (45.0, 40.0, 11.0), (45.0, 40.0, 12.0), (45.0, 40.0, 13.0), (45.0, 40.0, 14.0), (45.0, 41.0, 15.0), (46.0, 41.0, 16.0), (46.0, 41.0, 17.0), (46.0, 41.0, 18.0), (46.0, 41.0, 19.0), (46.0, 42.0, 20.0), (46.0, 42.0, 21.0), (46.0, 42.0, 22.0), (46.0, 42.0, 23.0), (46.0, 42.0, 24.0), (46.0, 43.0, 25.0), (47.0, 43.0, 26.0), (47.0, 43.0, 27.0), (47.0, 43.0, 28.0), (46.0, 42.0, 29.0), (46.0, 42.0, 30.0), (46.0, 42.0, 31.0), (46.0, 42.0, 32.0), (46.0, 42.0, 33.0), (46.0, 42.0, 34.0), (46.0, 42.0, 35.0), (46.0, 42.0, 36.0), (46.0, 42.0, 37.0), (46.0, 42.0, 38.0), (46.0, 42.0, 39.0), (46.0, 42.0, 40.0), (46.0, 41.0, 41.0), (46.0, 41.0, 42.0), (46.0, 41.0, 43.0), (46.0, 41.0, 44.0), (46.0, 41.0, 45.0), (45.0, 41.0, 46.0), (45.0, 41.0, 47.0), (45.0, 41.0, 48.0), (45.0, 41.0, 49.0), (45.0, 41.0, 50.0), (45.0, 40.0, 51.0), (45.0, 40.0, 52.0), (45.0, 40.0, 53.0), (45.0, 40.0, 54.0), (45.0, 40.0, 55.0), (45.0, 40.0, 56.0), (45.0, 40.0, 57.0), (45.0, 40.0, 58.0), (45.0, 40.0, 59.0), (45.0, 40.0, 60.0), (45.0, 40.0, 61.0), (45.0, 40.0, 62.0), (44.0, 39.0, 63.0), (44.0, 39.0, 64.0), (44.0, 39.0, 65.0), (44.0, 39.0, 66.0), (44.0, 39.0, 67.0), (43.0, 39.0, 68.0), (43.0, 39.0, 69.0), (43.0, 39.0, 70.0), (43.0, 39.0, 71.0), (42.0, 39.0, 72.0), (42.0, 39.0, 73.0), (42.0, 39.0, 74.0), (42.0, 39.0, 75.0), (42.0, 39.0, 76.0), (42.0, 39.0, 77.0), (42.0, 40.0, 78.0), (42.0, 40.0, 79.0), (42.0, 41.0, 80.0)]",1.0667671695028298
19,"((41, 38, 1), (38.0, 55.0, 81.0))","[(41, 38, 1), (41, 37, 1), (41, 38, 2), (41, 39, 3), (41, 39, 4), (41, 39, 5), (41, 40, 6), (41, 40, 7), (41, 40, 8), (41, 40, 9), (41, 41, 10), (41, 41, 11), (41, 41, 12), (41, 41, 13), (41, 41, 14), (41, 42, 15), (41, 42, 16), (41, 42, 17), (41, 42, 18), (41, 43, 19), (41, 43, 20), (41, 43, 21), (41, 43, 22), (41.0, 43.0, 23.0), (41.0, 44.0, 24.0), (41.0, 44.0, 25.0), (41.0, 44.0, 26.0), (41.0, 44.0, 27.0), (41.0, 44.0, 28.0), (41.0, 44.0, 29.0), (41.0, 45.0, 30.0), (41.0, 45.0, 31.0), (41.0, 45.0, 32.0), (41.0, 45.0, 33.0), (41.0, 45.0, 34.0), (41.0, 46.0, 35.0), (41.0, 46.0, 36.0), (41.0, 47.0, 37.0), (41.0, 46.0, 38.0), (41.0, 46.0, 39.0), (41.0, 46.0, 40.0), (41.0, 46.0, 41.0), (41.0, 47.0, 42.0), (41.0, 47.0, 43.0), (41.0, 47.0, 44.0), (41.0, 47.0, 45.0), (41.0, 47.0, 46.0), (41.0, 47.0, 47.0), (41.0, 47.0, 48.0), (41.0, 48.0, 49.0), (41.0, 48.0, 50.0), (41.0, 48.0, 51.0), (40.0, 48.0, 52.0), (40.0, 48.0, 53.0), (40.0, 48.0, 54.0), (40.0, 49.0, 55.0), (40.0, 49.0, 56.0), (40.0, 49.0, 57.0), (40.0, 49.0, 58.0), (40.0, 49.0, 59.0), (39.0, 49.0, 60.0), (39.0, 50.0, 61.0), (39.0, 50.0, 62.0), (39.0, 50.0, 63.0), (39.0, 50.0, 64.0), (39.0, 51.0, 65.0), (39.0, 51.0, 66.0), (39.0, 51.0, 67.0), (39.0, 52.0, 68.0), (39.0, 52.0, 69.0), (39.0, 52.0, 70.0), (38.0, 53.0, 71.0), (38.0, 53.0, 72.0), (38.0, 53.0, 73.0), (38.0, 54.0, 74.0), (38.0, 54.0, 75.0), (38.0, 54.0, 76.0), (38.0, 54.0, 77.0), (38.0, 54.0, 78.0), (38.0, 55.0, 79.0), (38.0, 55.0, 80.0), (38.0, 55.0, 81.0)]",1.2130306208784518
20,"((43, 37, 1), (73, 61, 79))","[(43, 37, 1), (44, 37, 1), (45, 37, 2), (46, 37, 3), (46, 38, 4), (47, 38, 5), (47, 38, 6), (47, 38, 7), (47, 38, 8), (48, 38, 9), (47, 38, 10), (48, 38, 11), (48, 39, 12), (49, 39, 13), (49, 39, 14), (49, 39, 15), (50, 39, 16), (50, 39, 17), (50, 39, 18), (50, 39, 19), (50, 39, 20), (51, 39, 21), (51, 40, 22), (51, 40, 23), (52, 40, 24), (52, 40, 25), (52, 40, 26), (52, 40, 27), (52, 41, 28), (53, 41, 29), (53, 41, 30), (53, 41, 31), (53, 42, 32), (53, 42, 33), (54, 42, 34), (54, 42, 35), (54, 43, 36), (54, 43, 37), (55, 43, 38), (55, 44, 39), (55, 44, 40), (56, 45, 41), (56, 45, 42), (56, 45, 43), (57, 46, 44), (57, 46, 45), (57, 46, 46), (58, 47, 47), (58, 47, 48), (59, 48, 49), (59, 48, 50), (60, 49, 51), (60, 49, 52), (60, 50, 53), (61, 50, 54), (61, 50, 55), (62, 51, 56), (62, 51, 57), (63, 52, 58), (63, 52, 59), (64, 53, 60), (64, 53, 61), (65, 54, 62), (65, 54, 63), (66, 55, 64), (66, 55, 65), (67, 56, 66), (67, 56, 67), (68, 56, 68), (69, 57, 69), (69, 57, 70), (69, 57, 71), (70, 58, 72), (70, 58, 73), (71, 59, 74), (71, 59, 75), (72, 60, 76), (72, 60, 77), (73, 60, 78), (73, 61, 79)]",1.0760473714151284
21,"((50, 39, 16), (80, 48, 25))","[(50, 39, 16), (51, 39, 17), (52, 40, 18), (53, 40, 19), (54, 41, 20), (55, 41, 20), (56, 42, 21), (57, 42, 22), (58, 43, 23), (59, 43, 23), (60, 44, 24), (61, 44, 25), (62, 44, 25), (63, 45, 26), (64, 45, 27), (65, 46, 27), (66, 46, 28), (67, 46, 28), (68, 46, 28), (69, 47, 28), (70, 47, 28), (71, 47, 28), (72, 47, 28), (73, 47, 27), (74, 47, 27), (75, 47, 27), (76, 47, 26), (77, 48, 26), (78, 48, 25), (79, 48, 25), (80, 48, 25)]",0.3958370805133999
