,Node,Branch,Length
10,"((14, 12, 11), (3, 17, 25))","[(14, 12, 11), (13, 12, 12), (13, 12, 13), (12, 13, 14), (12, 13, 15), (11, 13, 16), (10, 14, 17), (10, 14, 18), (9, 14, 19), (8, 15, 20), (7, 15, 21), (6, 16, 22), (5, 16, 23), (4, 17, 24), (3, 17, 25)]",0.2411990217789169
11,"((14.0, 12.0, 13.0), (19.0, 12.0, 29.0))","[(14.0, 12.0, 13.0), (15.0, 11.0, 14.0), (15.0, 11.0, 15.0), (15.0, 11.0, 16.0), (15.0, 11.0, 17.0), (16.0, 11.0, 18.0), (16.0, 11.0, 19.0), (16.0, 11.0, 20.0), (17.0, 12.0, 21.0), (17.0, 12.0, 22.0), (17.0, 12.0, 23.0), (18.0, 12.0, 24.0), (18.0, 12.0, 25.0), (18.0, 12.0, 26.0), (19.0, 12.0, 27.0), (19.0, 12.0, 28.0), (19.0, 12.0, 29.0)]",0.16213271775839247
12,"((14, 11, 11), (14.0, 8.0, 15.0))","[(14, 11, 11), (14.0, 10.0, 12.0), (14.0, 9.0, 13.0), (14.0, 9.0, 14.0), (14.0, 8.0, 15.0)]",0.04614000308905126
13,"((13, 12, 6), (11.0, 12.0, 10.0))","[(13, 12, 6), (12.0, 12.0, 7.0), (12.0, 12.0, 8.0), (11.0, 12.0, 9.0), (11.0, 12.0, 10.0)]",0.057231177757493236
14,"((10, 14, 9), (2, 19, 12))","[(10, 14, 9), (9, 15, 10), (8, 15, 10), (7, 16, 11), (6, 17, 12), (5, 17, 12), (4, 18, 12), (3, 19, 12), (2, 19, 12)]",0.12629266580724455
15,"((21, 10, 10), (17, 3, 8))","[(21, 10, 10), (22, 9, 9), (21, 8, 8), (20, 8, 7), (19, 7, 8), (18, 7, 7), (18, 7, 6), (18, 8, 5), (18, 8, 4), (18, 8, 3), (18, 8, 2), (18, 8, 1), (17, 7, 2), (17, 6, 3), (17, 6, 4), (17, 5, 5), (17, 5, 6), (17, 4, 7), (17, 3, 8)]",0.1923829323770905
16,"((21, 10, 15), (22.0, 9.0, 28.0))","[(21, 10, 15), (21.0, 9.0, 16.0), (21.0, 9.0, 17.0), (21.0, 9.0, 18.0), (21.0, 9.0, 19.0), (22.0, 9.0, 20.0), (22.0, 9.0, 21.0), (22.0, 9.0, 22.0), (22.0, 9.0, 23.0), (22.0, 9.0, 24.0), (22.0, 9.0, 25.0), (22.0, 9.0, 26.0), (22.0, 9.0, 27.0), (22.0, 9.0, 28.0)]",0.17553250082708888
17,"((22, 10, 19), (36, 0, 26))","[(22, 10, 19), (23, 9, 18), (24, 9, 19), (25, 8, 20), (25, 8, 21), (26, 7, 22), (27, 7, 23), (28, 6, 24), (29, 5, 25), (30, 5, 25), (31, 4, 26), (32, 3, 27), (33, 3, 27), (34, 2, 27), (35, 1, 27), (36, 0, 26)]",0.16344191994720816
18,"((22, 10, 21), (32, 8, 48))","[(22, 10, 21), (23, 10, 22), (23, 10, 23), (23, 10, 24), (23, 10, 25), (23, 10, 26), (24, 9, 27), (24, 9, 28), (24, 9, 29), (24, 9, 30), (25, 9, 31), (25, 9, 32), (25, 9, 33), (25, 9, 34), (26, 9, 35), (26, 9, 36), (26, 9, 37), (27, 9, 38), (27, 9, 39), (28, 9, 40), (28, 9, 41), (29, 8, 42), (29, 8, 43), (30, 8, 44), (30, 8, 45), (31, 8, 46), (31, 8, 47), (32, 8, 48)]",0.24301974843449942
19,"((18, 7, 7), (15, 4, 15))","[(18, 7, 7), (18, 7, 8), (17, 6, 9), (17, 6, 10), (17, 6, 11), (16, 5, 12), (16, 5, 13), (16, 4, 14), (15, 4, 15)]",0.08087099522577063
20,"((18, 7, 6), (19, 8, 6))","[(18, 7, 6), (18, 8, 6), (19, 8, 5), (19, 8, 6)]",0.043017911587141265
21,"((23, 9, 2), (24.0, 5.0, 5.0))","[(23, 9, 2), (23.0, 8.0, 3.0), (24.0, 7.0, 4.0), (24.0, 6.0, 5.0), (24.0, 5.0, 5.0)]",0.034190356766920685
22,"((25, 9, 8), (27.0, 9.0, 22.0))","[(25, 9, 8), (25.0, 9.0, 9.0), (25.0, 9.0, 10.0), (25.0, 9.0, 11.0), (26.0, 9.0, 12.0), (26.0, 9.0, 13.0), (26.0, 9.0, 14.0), (26.0, 9.0, 15.0), (26.0, 9.0, 16.0), (26.0, 9.0, 17.0), (26.0, 9.0, 18.0), (26.0, 9.0, 19.0), (27.0, 9.0, 20.0), (27.0, 9.0, 21.0), (27.0, 9.0, 22.0)]",0.19117051781493227
23,"((26, 8, 9), (35.0, 8.0, 6.0))","[(26, 8, 9), (27.0, 8.0, 10.0), (28.0, 8.0, 11.0), (29.0, 8.0, 12.0), (30.0, 8.0, 13.0), (31.0, 8.0, 12.0), (31.0, 8.0, 11.0), (32.0, 8.0, 10.0), (33.0, 8.0, 9.0), (34.0, 8.0, 8.0), (34.0, 8.0, 7.0), (35.0, 8.0, 6.0)]",0.12399321873571605
24,"((26.0, 9.0, 15.0), (28.0, 9.0, 15.0))","[(26.0, 9.0, 15.0), (27.0, 9.0, 16.0), (28.0, 9.0, 15.0)]",0.026536114764348633
